BGS_model,Fst
HK95,1.57923440508711
HK95,0.143052190806129
HK95,0.277196693819408
HK95,1.18805962729837
HK95,0.0499708347706239
HK95,0.562414391640895
HK95,0.922757044005865
HK95,0.777757169353671
HK95,1.1793253462869
HK95,0.460497509667207
HK95,0.578395383988837
HK95,0.197394091243451
HK95,-0.0243797871856317
HK95,0.517551326484849
HK95,0.252910448921401
HK95,0.685218224025118
HK95,0.495811977698276
HK95,0.990091999161847
HK95,0.596048249910352
HK95,0.0858807785617234
HK95,0.570578964841836
HK95,1.43644434280016
HK95,0.175940697695697
HK95,0.700841892672131
HK95,0.707872545903341
HK95,0.726221463277728
HK95,0.083845200469644
HK95,0.500446088684548
HK95,0.774393726457183
HK95,0.381631869995095
HK95,1.0554783054783
HK95,0.595753450401657
HK95,0.580768011012073
HK95,0.505907329689202
HK95,0.26572217258109
HK95,0.233938730237546
HK95,0.116654464917386
HK95,0.0798688548733767
HK95,3.32160116590627
HK95,0.633287311254596
HK95,0.489645485735947
HK95,0.18403754634133
HK95,-0.017830709125258
HK95,0.542311269171409
HK95,0.489352903392146
HK95,0.504802138397997
HK95,0.94207325756301
HK95,0.944799592178308
HK95,0.127668884481134
HK95,0.788949142789215
HK95,3.36035989898459
HK95,0.573965686877959
HK95,0.139284508665331
HK95,0.359974923710295
HK95,0.207251667299064
HK95,0.622154882781295
HK95,1.08657269173897
HK95,0.271784827149788
HK95,0.926236705537526
HK95,0.742107977173815
HK95,0.273191879531004
HK95,0.949240571431149
HK95,0.54266589780528
HK95,0.265237651745411
HK95,0.341989014963747
HK95,0.449176593091774
HK95,0.598495750419411
HK95,0.37256837892937
HK95,1.27188047919066
HK95,0.362642083584446
HK95,0.502483410448037
HK95,0.337735947521708
HK95,1.75956323825143
HK95,0.401053977025399
HK95,0.394390002347972
HK95,1.62459367989819
HK95,0.438714074273886
HK95,0.291746638964306
HK95,1.10283870789906
HK95,0.456294330368304
HK95,1.20592772306966
HK95,0.722355038686492
HK95,0.216067974293508
HK95,0.402232159512646
HK95,0.09687918619404
HK95,0.0565318163288669
HK95,3.38315018315019
HK95,1.1210618727779
HK95,0.564248984494617
HK95,0.602049572865129
HK95,0.604695085089339
HK95,0.761405006254795
HK95,0.424354547390487
HK95,1.87192656954044
HK95,0.213587056416234
HK95,0.278305309346023
HK95,0.39559864279943
HK95,0.560754160726862
HK95,0.181316168168325
HK95,0.123183940062563
HK95,0.295774888830895
HK95,1.09560110215483
HK95,0.299925471233083
HK95,0.659792313621415
HK95,1.43821655160164
HK95,0.520587426608821
HK95,0.239268312987364
HK95,0.363254088347626
HK95,0.17095161570978
HK95,0.239611861456209
HK95,0.587536219411213
HK95,0.692639705889636
HK95,1.25368745179193
HK95,0.187524047759347
HK95,1.97808739885677
HK95,2.11823112644226
HK95,0.750142704953326
HK95,0.423962611350219
HK95,0.353963503351327
HK95,1.74989766475329
HK95,0.17537806672184
HK95,1.19980122145901
HK95,0.184384936852491
HK95,0.504348123232721
HK95,0.376371380486642
HK95,0.400535239864468
HK95,0.094960380084204
HK95,0.123395224843925
HK95,6.63890715716958
HK95,0.328359942123736
HK95,0.665614742297797
HK95,0.204720795343134
HK95,0.698635960828072
HK95,0.287021046523384
HK95,0.137936205924901
HK95,0.1816389302044
HK95,0.993838626737067
HK95,0.842824906968343
HK95,0.171404796789526
HK95,0.601626132753985
HK95,0.489754626701486
HK95,0.747034421309344
HK95,0.159624941243094
HK95,0.698225483691671
HK95,0.344636601524565
HK95,0.188029029551722
HK95,0.38880218053753
HK95,0.905399229287989
HK95,0.295695009120237
HK95,1.01313476597123
HK95,0.518557712741147
HK95,0.095330253549361
HK95,0.527231610842388
HK95,0.0403429413446606
HK95,2.83073299773339
HK95,0.230937494658963
HK95,1.76636627648223
HK95,0.221698578092576
HK95,0.0797644597778777
HK95,0.351303165816284
HK95,0.645170896867473
HK95,0.215143695337203
HK95,0.636284089793406
HK95,0.755787509243868
HK95,0.000784560689070683
HK95,0.450873107515969
HK95,0.180913947144043
HK95,3.85108255553456
HK95,0.1928443564112
HK95,0.110636312684458
HK95,0.150996201683423
HK95,0.123048929225075
HK95,-0.00269065367618047
HK95,0.526051756884084
HK95,0.385401357168697
HK95,1.04081939923445
HK95,0.942895688207608
HK95,0.163234690358454
HK95,0.269312232029542
HK95,0.981587452827863
HK95,0.248001173106579
HK95,0.714846220673887
HK95,0.325436830911278
HK95,0.233914656810077
HK95,0.279078033911666
HK95,0.25841801017509
HK95,0.481541354935699
HK95,0.159514355625048
HK95,0.810154285644729
HK95,0.422453434672217
HK95,0.0690289453151253
HK95,1.54788597653985
HK95,0.189722055630817
HK95,0.0715251746830442
HK95,0.645844262782567
HK95,0.284571803391959
HK95,0.426853985136919
HK95,0.305658623836197
HK95,1.54499080354063
HK95,0.427021897427306
HK95,0.863729670483295
HK95,0.898706385646662
HK95,0.258800407796343
HK95,0.646589333509375
HK95,0.923873149199128
HK95,0.150952678045568
HK95,0.540125415945933
HK95,0.147331974494148
HK95,0.141787359153057
HK95,0.706064460212555
HK95,0.755592938593144
HK95,0.087923997941465
HK95,0.0592530560984927
HK95,0.576133829322528
HK95,0.0861073476257188
HK95,0.357410214637885
HK95,0.303390568176938
HK95,0.288042098522743
HK95,0.535871286263258
HK95,0.273385352171505
HK95,0.257853657451459
HK95,0.444203250129942
HK95,1.25418525574185
HK95,0.324273188781624
HK95,0.632864088263348
HK95,0.415538738406103
HK95,0.909714353099276
HK95,0.298750658202858
HK95,0.646810069274451
HK95,0.720828895523952
HK95,0.38013979449303
HK95,0.145479097073692
HK95,0.312448080724527
HK95,0.699403835014958
HK95,0.21566059009961
HK95,0.44077237848686
HK95,0.828918483179535
HK95,0.256909404938051
HK95,0.474628522451865
HK95,0.335635430344062
HK95,0.946966379327878
HK95,0.558046237089312
HK95,0.660535280166446
HK95,0.208129748116078
HK95,0.211493357056646
HK95,0.300298992631854
HK95,0.695080010107439
HK95,1.03153031008004
HK95,1.01774550649282
HK95,0.157482427826848
HK95,1.14253315364663
HK95,1.54804728868275
HK95,0.0864091128254354
HK95,0.232839295986835
HK95,0.167702308645789
HK95,0.242667041900733
Interleaved,0.563020201973626
Interleaved,0.55060202097564
Interleaved,0.534826675147935
Interleaved,0.512014379232547
Interleaved,0.60913121898483
Interleaved,0.575851117973994
Interleaved,0.641444961016115
Interleaved,0.566348301418545
Interleaved,0.541187291692059
Interleaved,0.498893480424486
Interleaved,0.561041722670754
Interleaved,0.627969715068032
Interleaved,0.502733556346379
Interleaved,0.552281096456918
Interleaved,0.590214700257063
Interleaved,0.583589022673071
Interleaved,0.545587582341065
Interleaved,0.625253832476822
Interleaved,0.536699023081816
Interleaved,0.54011353687461
Interleaved,0.592649829788973
Interleaved,0.624046515436362
Interleaved,0.604827400477158
Interleaved,0.497491542649138
Interleaved,0.641837204950182
Interleaved,0.550866766015608
Interleaved,0.567041087896635
Interleaved,0.482607416075201
Interleaved,0.55807110449344
Interleaved,0.560667530361222
Interleaved,0.543432266694456
Interleaved,0.569726283274137
Interleaved,0.508728783717147
Interleaved,0.581591249652012
Interleaved,0.562639561986904
Interleaved,0.607411196595174
Interleaved,0.53585758155674
Interleaved,0.530283129990447
Interleaved,0.559485317453762
Interleaved,0.552686613351453